variable,arguments,operators,expressions,loops,operands,exceptions,exception_clause,mccable_complex,id
27,1,26,26,1,40,0,0,23,43221
9,0,18,18,4,13,1,1,14,74152
14,1,85,85,7,27,2,2,37,73697
25,9,51,51,6,42,5,0,36,67284
37,14,88,88,18,79,0,2,102,62086
11,1,6,6,2,8,0,0,5,65743
3,1,0,0,0,8,0,0,1,64851
17,7,30,30,6,36,0,4,25,71350
36,11,96,96,20,64,0,1,86,46023
6,1,5,5,1,11,0,0,3,54337
43,17,138,138,20,87,0,2,124,64781
4,1,0,0,0,5,0,0,1,42719
20,1,30,30,5,31,1,0,14,70392
23,1,32,32,6,36,1,0,17,72655
19,4,40,40,6,34,1,1,47,59505
19,3,62,62,5,25,1,0,36,70668
8,4,28,28,3,25,0,2,30,61583
8,1,10,10,2,9,0,0,5,66246
38,18,58,58,5,69,0,1,73,53108
4,3,10,10,0,7,0,0,7,55875
8,1,15,15,4,9,0,0,9,61429
13,1,15,15,5,14,0,0,11,48744
9,3,16,16,3,13,0,0,12,63414
6,1,10,10,1,7,0,0,3,57848
18,1,30,30,8,19,0,0,21,49856
28,5,55,55,5,36,0,1,40,38446
29,7,103,103,12,51,2,1,86,45176
4,1,0,0,1,5,0,0,2,59155
15,1,23,23,7,16,0,0,21,72205
1,1,5,5,0,2,0,0,2,51565
37,10,106,106,21,67,1,2,108,65939
1,1,3,3,0,2,0,0,1,55526
9,1,9,9,2,9,0,0,5,65190
7,1,10,10,2,8,0,0,7,38915
22,6,48,48,10,47,2,2,34,71079
5,1,27,27,2,6,0,0,19,58314
5,1,5,5,1,5,0,0,4,39607
17,1,35,35,6,21,5,1,21,75893
39,3,96,96,11,59,0,6,69,50724
3,1,3,3,0,4,0,0,2,52719
3,1,3,3,0,4,0,0,1,62205
73,36,120,120,14,149,0,1,117,49155
77,43,122,122,13,186,0,1,145,60238
21,5,30,30,7,40,1,1,23,68608
9,2,27,27,4,16,0,0,16,43558
8,1,5,5,1,9,0,0,4,59856
15,1,43,43,8,15,0,0,41,44767
25,2,52,52,8,38,0,1,53,58744
7,1,10,10,1,8,0,0,13,67007
3,5,11,11,0,11,0,0,10,44272
8,1,14,14,2,9,0,0,7,39742
17,6,38,38,7,36,0,1,39,51973
5,0,0,0,0,1,0,0,0,50661
21,1,23,23,4,24,0,0,12,55199
12,1,22,22,2,9,0,0,21,63802
14,1,20,20,3,19,0,0,21,49440
30,5,45,45,5,48,0,2,49,41070
38,1,27,27,7,21,0,0,25,44788
21,5,32,32,6,25,0,0,23,74294
6,1,1,1,0,4,0,0,1,61995
5,1,0,0,0,6,1,0,1,60687
12,4,18,18,4,21,0,1,15,67142
6,0,25,25,1,6,0,0,16,65485
13,2,35,35,4,23,0,0,36,62340
18,5,48,48,4,30,0,1,40,55033
6,1,13,13,0,7,0,0,7,41420
50,4,148,148,22,63,6,1,94,72710
21,7,27,27,6,39,0,0,30,73802
24,7,50,50,10,58,1,1,42,66303
36,21,76,76,13,72,0,1,76,51070
14,1,50,50,9,19,0,0,25,54788
4,1,4,4,0,5,0,0,5,54272
7,3,15,15,2,10,0,0,12,63101
20,6,47,47,12,28,0,0,25,40661
6,1,6,6,1,8,0,0,5,41973
14,1,42,42,6,17,0,0,17,38503
19,5,62,62,9,35,1,2,44,75485
26,3,33,33,6,48,0,2,29,72340
23,6,21,21,5,38,1,1,17,59010
26,3,23,23,3,17,0,0,20,67841
20,7,52,52,3,37,5,0,25,66753
22,5,32,32,3,33,0,2,41,61096
47,9,138,138,16,75,1,1,98,48601
27,20,119,119,12,54,0,1,62,55930
9,3,8,8,2,16,0,2,9,70687
34,8,128,128,18,63,1,3,67,71995
5,1,6,6,0,6,0,0,3,61203
23,6,61,61,9,69,0,1,41,53688
17,1,22,22,4,18,1,0,11,39884
7,3,17,17,3,17,0,0,15,59285
19,3,56,56,13,21,1,0,34,68921
47,1,127,127,17,53,6,2,72,69633
34,1,156,156,17,43,0,2,62,74902
5,1,4,4,1,8,0,2,3,70412
10,1,19,19,5,21,6,0,18,46873
27,6,56,56,4,47,2,1,67,53372
20,1,38,38,4,25,1,0,25,48494
9,4,10,10,4,20,0,0,13,64001
17,6,48,48,4,24,0,0,16,56520
62,4,48,48,11,39,1,1,27,66196
149,99,369,369,68,290,0,2,252,61653
25,8,89,89,6,38,1,2,72,72585
24,6,41,41,7,38,0,3,28,70042
7,2,23,23,4,10,0,0,12,69799
1,1,5,5,0,3,0,0,3,58494
26,1,49,49,2,27,1,0,9,71203
2,1,3,3,0,3,0,0,5,65610
24,1,50,50,11,34,0,2,42,66895
41,11,106,106,16,83,0,1,84,67787
16,2,41,41,7,36,1,2,30,68472
23,1,16,16,1,14,0,0,7,42830
11,2,22,22,3,19,1,0,10,74451
5,4,28,28,3,19,5,1,20,71653
10,4,16,16,2,26,0,0,24,62585
4,1,2,2,0,5,1,0,1,46035
6,1,9,9,2,7,0,0,9,39538
2,1,0,0,0,3,0,0,1,52426
36,7,128,128,18,58,1,2,106,67768
5,1,6,6,2,6,0,0,5,65755
8,1,8,8,2,18,0,0,8,56936
15,6,39,39,4,23,0,1,28,76179
21,1,41,41,5,20,1,0,14,73681
27,1,39,39,11,31,1,0,28,72993
7,3,9,9,3,11,0,0,13,43237
59,11,44,44,7,89,1,1,47,68167
44,11,37,37,2,42,1,0,21,72839
8,1,3,3,1,5,0,0,3,39168
33,1,106,106,20,47,3,4,71,70804
15,3,34,34,4,27,0,1,28,65305
30,12,102,102,14,68,2,1,88,48882
39,7,102,102,16,61,1,2,93,52076
17,2,38,38,4,30,1,1,46,57274
4,1,10,10,0,5,0,0,5,60107
21,3,73,73,6,56,0,6,45,68537
33,6,65,65,8,40,1,0,46,74514
8,1,28,28,3,9,0,0,23,42975
9,1,38,38,3,10,0,0,24,58181
4,1,8,8,1,5,0,0,7,58928
20,7,84,84,7,32,0,0,40,47624
14,1,37,37,7,15,0,0,24,46936
16,2,67,67,9,46,0,4,45,70557
7,1,11,11,2,8,0,0,7,62993
10,1,25,25,4,11,0,0,11,66179
38,13,128,128,13,71,2,1,86,63681
4,1,22,22,0,5,0,0,6,61346
33,10,101,101,15,64,0,1,72,54008
13,3,40,40,4,24,1,0,18,68864
17,4,32,32,4,22,0,1,26,75755
21,1,33,33,8,30,0,0,32,74847
20,1,37,37,5,21,0,0,20,69776
14,11,60,60,9,33,0,0,32,42426
12,6,45,45,6,22,0,0,27,66529
19,7,56,56,7,27,0,0,35,53667
5,1,2,2,0,7,1,0,2,38283
18,2,55,55,7,30,5,2,30,69326
5,1,27,27,1,6,0,0,13,58882
5,1,3,3,1,6,0,0,3,59790
61,7,149,149,25,87,1,2,122,50362
12,3,40,40,6,22,0,0,24,45863
18,5,21,21,2,26,0,1,14,58752
18,1,18,18,1,15,0,0,18,41573
18,4,41,41,8,28,0,1,24,55160
45,4,91,91,11,78,0,1,62,50698
10,1,14,14,3,11,0,0,9,49143
10,5,17,17,2,23,0,1,17,60384
16,2,57,57,7,30,0,1,62,51820
46,4,36,36,10,56,0,0,35,75885
15,2,28,28,5,19,6,0,27,74797
5,1,5,5,1,6,0,0,5,58302
69,21,142,142,27,128,0,0,98,71595
3,1,2,2,0,4,0,0,1,63951
5,1,8,8,2,7,0,0,7,67912
19,1,41,41,4,19,0,1,19,72213
10,1,16,16,2,11,0,0,14,40362
17,1,33,33,8,18,0,0,23,49840
91,15,125,125,22,98,0,2,83,54771
24,13,189,189,12,39,1,0,67,73951
17,6,19,19,1,21,0,0,18,75186
12,0,29,29,5,19,1,1,13,70384
12,1,15,15,4,18,1,0,12,64797
8,1,8,8,4,9,0,0,8,48302
23,7,62,62,6,42,0,1,48,65885
22,2,51,51,7,33,1,1,57,40227
43,13,131,131,21,87,5,1,81,71983
41,10,132,132,21,69,1,1,115,54634
11,5,22,22,2,19,4,0,20,48617
35,11,60,60,12,59,0,1,66,64778
5,1,7,7,1,6,0,0,4,51436
26,5,30,30,7,39,0,0,23,67857
49,10,108,108,13,85,1,6,94,72356
358,35,217,217,27,135,28,8,148,75539
5,1,3,3,1,6,0,0,3,40677
11,3,24,24,3,26,0,0,11,48247
171,117,400,400,82,363,0,2,298,63117
27,9,92,92,14,45,0,0,60,66315
9,1,23,23,3,10,0,0,11,45475
19,6,27,27,5,27,0,0,21,41436
24,4,49,49,5,39,0,1,30,71080
8,2,17,17,2,10,0,0,8,57018
1236,1,5,5,2,11,0,0,5,62356
23,2,54,54,9,36,0,0,40,65169
3,0,3,3,0,3,0,0,0,61983
5,1,7,7,1,6,0,0,3,58617
11,1,19,19,4,16,1,0,9,73547
24,8,41,41,8,48,6,1,34,74282
6,1,0,0,0,7,0,0,1,39304
4,1,24,24,1,5,0,0,27,59905
76,44,160,160,36,146,0,2,144,46609
17,4,18,18,4,30,1,0,14,74328
5,1,14,14,1,6,0,0,11,63814
1,1,5,5,0,3,0,0,1,57448
9,1,14,14,1,10,0,0,7,50677
8,1,5,5,2,9,0,0,5,51965
79,36,115,115,14,154,0,1,114,67504
16,2,41,41,5,27,0,1,44,39754
7,1,12,12,2,8,0,0,5,46259
4,1,4,4,1,5,0,0,3,38846
24,5,29,29,10,82,0,0,34,71604
11,4,23,23,1,15,0,0,10,46577
5,1,14,14,1,6,0,0,9,49682
9,1,14,14,3,10,0,0,7,65217
10,3,24,24,2,17,0,0,10,48990
37,12,56,56,10,51,0,2,43,52164
23,11,53,53,6,46,1,1,23,49378
16,1,19,19,2,17,0,0,9,43775
17,1,45,45,6,18,0,0,21,41748
20,1,40,40,11,22,1,0,32,71254
17,1,25,25,4,20,0,1,13,73269
64,23,81,81,18,103,0,2,103,64955
10,2,12,12,4,22,0,0,12,62182
4,1,5,5,1,6,0,0,3,49728
11,5,30,30,1,27,0,0,20,67380
13,3,31,31,6,25,0,2,28,54819
18,5,59,59,7,50,5,1,48,73793
16,2,40,40,4,25,0,1,37,43325
16,1,20,20,2,25,1,0,8,72881
32,4,76,76,12,52,0,0,56,72028
58,11,52,52,9,58,1,1,34,39979
42,1,96,96,17,43,2,1,75,47366
155,112,387,387,73,323,0,2,275,48093
5,1,7,7,1,8,0,0,7,53775
18,7,30,30,2,22,0,0,10,51748
17,1,44,44,7,30,5,2,26,56577
8,1,15,15,2,10,1,0,9,60916
26,5,52,52,10,52,0,3,42,61604
9,1,1,1,0,6,0,0,1,40159
147,99,341,341,66,291,0,2,247,58990
8,2,8,8,2,13,0,0,8,47736
24,8,41,41,6,48,0,1,31,59728
186,145,458,458,85,431,0,2,372,46824
13,7,16,16,5,50,1,0,24,44819
18,6,49,49,6,56,0,2,37,53325
309,232,750,750,170,747,8,2,685,62881
17,7,61,61,9,28,0,0,28,64056
9,4,13,13,1,13,0,0,14,63793
29,1,47,47,6,40,2,1,50,61254
15,1,23,23,6,16,0,0,23,72182
26,9,44,44,8,47,2,1,42,75647
1,1,0,0,0,2,1,0,1,42534
8,1,9,9,2,9,0,0,5,60853
13,1,12,12,3,10,0,0,11,66084
22,3,82,82,12,29,0,1,38,61741
61,1,144,144,19,62,6,1,82,69371
14,3,27,27,6,24,5,2,24,75352
29,1,38,38,5,20,1,0,24,68999
8,1,2,2,0,9,0,0,2,63286
9,2,24,24,2,10,0,0,9,52922
5,1,5,5,1,6,0,0,5,64543
23,5,35,35,10,40,0,1,28,53630
14,2,44,44,4,25,1,1,57,61311
15,2,22,22,5,33,1,1,21,56062
19,11,44,44,6,42,4,2,31,75702
72,8,101,101,11,66,1,0,71,68833
3,1,2,2,0,4,0,0,1,59397
8,1,14,14,1,9,1,0,5,42471
5,3,28,28,3,11,0,0,24,47673
3,1,1,1,0,4,1,0,4,46961
2,1,2,2,0,3,0,0,1,53260
18,3,50,50,3,44,0,0,35,48586
33,0,139,139,13,38,0,1,65,64113
29,1,26,26,4,19,0,0,20,66987
63,14,55,55,13,63,1,1,44,60150
3,0,7,7,1,3,0,0,5,67695
5,1,13,13,1,6,0,0,18,43630
8,1,18,18,2,10,0,0,11,42922
21,8,49,49,4,48,1,0,26,74543
17,9,47,47,6,43,0,1,45,46432
3,3,16,16,0,7,0,0,8,62497
11,1,49,49,5,12,0,0,33,60500
7,1,11,11,2,8,0,0,6,43260
75,36,109,109,11,146,0,1,109,46062
7,1,9,9,1,12,0,0,7,49397
1,0,0,0,0,1,0,0,0,48355
4,1,4,4,1,5,0,0,5,51174
82,17,104,104,17,93,0,2,69,66207
41,11,218,218,32,58,2,0,91,73906
13,3,19,19,2,17,0,1,8,70629
21,1,40,40,9,30,1,2,32,71891
11,5,88,88,4,40,0,2,37,40335
10,4,46,46,5,19,0,1,21,70783
3,1,6,6,0,4,0,0,9,54726
3,1,2,2,0,4,0,0,1,49817
19,1,50,50,3,21,0,0,18,63455
18,11,37,37,6,54,0,0,25,57809
2,0,0,0,0,2,0,0,0,61468
4,1,4,4,1,5,0,0,3,66657
6,1,9,9,0,7,0,0,2,61192
11,3,11,11,4,18,0,0,11,67945
6,1,9,9,1,11,0,0,3,53519
22,1,55,55,9,30,7,0,45,75581
4,1,14,14,0,5,0,0,17,59114
13,5,33,33,3,25,0,1,34,38407
25,10,71,71,11,61,0,0,41,41174
3,1,1,1,0,4,0,0,1,60629
4,1,1,1,1,5,0,0,3,62614
6,1,4,4,2,11,0,0,8,55567
10,4,23,23,5,18,0,0,21,51877
21,1,81,81,12,29,7,0,42,67416
5,1,8,8,0,10,0,2,4,44376
24,6,39,39,11,33,1,0,34,73005
14,5,39,39,4,26,0,1,34,38954
2,1,3,3,0,3,1,0,1,43519
20,5,36,36,8,27,0,0,23,65581
17,1,28,28,7,18,0,0,19,60279
9,1,23,23,1,10,0,0,11,60783
10,3,39,39,3,27,0,2,24,52308
37,12,129,129,10,52,2,0,61,73455
1,1,1,1,0,3,0,0,1,47809
16,12,62,62,3,47,6,0,28,74390
19,6,43,43,9,51,5,0,35,71468
28,2,63,63,9,44,2,1,69,44726
3,1,2,2,1,4,0,0,3,67553
9,4,14,14,2,18,0,1,15,51932
6,1,3,3,1,7,0,0,4,60296
5,1,8,8,0,7,0,0,9,39703
11,3,16,16,2,15,0,0,8,75997
27,1,30,30,5,51,1,0,12,44233
35,13,45,45,13,55,1,0,49,74685
3,1,2,2,0,4,0,0,1,38811
2,1,2,2,0,3,0,0,3,58210
15,1,15,15,1,10,0,0,7,41031
2,1,2,2,0,3,0,0,3,55422
42,5,136,136,15,90,0,6,109,59952
11,1,18,18,3,12,0,0,11,44663
26,2,40,40,9,31,0,0,33,39353
75,15,100,100,14,84,0,2,61,41461
6,1,10,10,0,7,0,0,5,44399
22,2,47,47,5,36,2,1,51,55072
19,4,8,8,2,13,0,0,6,49051
73,63,554,554,54,190,1,2,348,61487
6,1,7,7,1,7,0,0,9,45422
17,29,85,85,3,81,0,0,60,38112
0,0,1,1,0,4,0,0,0,73843
9,4,5,5,2,19,0,0,9,59401
16,1,30,30,4,19,1,0,19,75094
20,1,62,62,10,27,6,1,35,70296
2,0,3,3,0,2,0,0,0,48210
3,1,2,2,0,4,0,0,1,65997
24,33,94,94,6,99,0,0,70,66712
14,5,36,36,5,31,8,0,20,51461
7,1,17,17,1,8,0,0,12,54399
47,18,203,203,27,138,6,1,138,59051
114,50,460,460,52,399,2,5,411,72301
15,1,19,19,8,16,0,0,17,41898
8,1,8,8,3,11,0,0,9,38542
4,1,33,33,0,7,0,0,29,45072
8,1,11,11,3,9,0,0,7,40270
12,1,7,7,2,9,0,0,7,49952
29,17,61,61,12,68,1,1,56,54663
77,15,90,90,14,86,0,2,60,55971
9,4,17,17,2,25,0,1,25,63510
18,6,50,50,8,43,6,0,41,75149
13,1,16,16,2,13,0,0,13,54614
5,1,6,6,1,6,1,0,7,63567
21,3,50,50,10,36,0,2,40,66765
12,1,14,14,4,13,0,0,11,67877
11,1,8,8,2,8,0,0,5,51416
143,30,323,323,33,216,1,1,160,59026
16,5,30,30,5,27,0,0,20,69490
13,1,14,14,4,14,0,0,13,43978
7,1,2,2,1,8,0,0,3,75519
26,5,68,68,12,38,0,1,52,40657
322,245,819,819,184,794,8,2,713,48267
9,1,48,48,1,12,0,0,14,53581
47,7,71,71,8,50,0,1,62,56279
11,1,12,12,4,15,0,0,10,56783
23,1,30,30,8,17,0,0,19,51046
9,2,20,20,4,15,0,0,16,66335
32,8,120,120,12,61,1,0,59,71809
17,3,21,21,4,28,1,0,14,73834
16,7,36,36,4,34,9,0,34,42390
34,5,166,166,17,48,6,1,119,72726
4,1,7,7,0,6,1,0,6,41416
19,4,29,29,5,26,2,1,20,74758
12,5,36,36,6,21,2,1,19,69869
35,20,79,79,16,71,0,1,83,49026
44,15,108,108,19,77,1,2,99,65149
16,2,43,43,5,25,0,1,48,58637
7,1,17,17,1,5,0,0,19,59925
2,1,4,4,0,3,0,0,7,39324
17,1,21,21,6,27,2,0,13,74308
5,1,4,4,1,6,0,0,8,47891
11,4,21,21,2,27,0,1,23,46783
8,1,23,23,1,13,0,0,20,55455
18,3,35,35,4,36,1,0,16,57468
8,1,13,13,0,9,0,0,3,50657
21,4,78,78,12,45,0,1,69,57192
58,34,194,194,25,114,0,1,146,65519
14,10,35,35,6,33,0,0,25,43581
37,26,140,140,6,187,0,6,79,44244
25,7,32,32,9,35,3,0,25,73137
7,1,8,8,1,8,0,0,11,67031
7,3,14,14,2,20,0,2,17,49499
19,3,25,25,3,27,0,0,14,57487
15,1,28,28,4,16,0,0,17,73422
12,2,17,17,4,14,0,0,10,58772
18,4,39,39,4,21,0,0,18,45843
7,1,9,9,2,8,0,0,4,39261
22,1,38,38,12,23,1,0,35,41553
10,3,17,17,2,20,0,0,12,46296
7,2,21,21,6,11,0,0,12,53997
27,10,72,72,14,58,0,1,70,51800
4,1,3,3,0,5,0,0,3,67461
6,1,10,10,3,7,0,0,9,62399
12,1,38,38,4,13,1,0,10,68794
5,1,7,7,1,6,0,0,7,58322
85,23,183,183,25,143,1,0,102,69886
28,7,192,192,6,65,2,2,107,73072
9,2,33,33,4,15,1,0,15,73588
11,1,9,9,3,21,0,0,6,41103
22,2,95,95,9,46,0,2,46,63971
49,15,133,133,13,93,0,1,90,51553
6,3,7,7,2,10,0,0,8,67932
5,1,13,13,1,6,0,0,7,59163
10,1,16,16,4,11,0,0,10,43997
63,9,77,77,16,57,0,0,56,72233
33,9,120,120,10,52,0,2,41,42685
117,56,378,378,48,260,1,1,237,45140
6,1,8,8,1,7,0,0,6,47487
4,1,4,4,0,5,0,0,9,54751
10,2,17,17,2,14,0,0,13,48772
23,4,45,45,9,39,0,0,34,66270
7,1,17,17,3,11,1,0,6,72663
39,26,101,101,16,84,0,1,99,63072
48,17,75,75,11,114,0,2,67,67898
10,1,13,13,2,11,0,0,7,52406
18,6,41,41,5,34,0,1,38,64867
11,1,28,28,3,21,5,2,19,67748
7,1,8,8,2,8,0,1,5,56916
24,4,79,79,12,43,6,0,45,48908
334,212,860,860,186,751,3,2,741,55639
6,8,68,68,6,44,3,0,38,74164
3,3,20,20,1,8,0,0,14,68147
11,3,41,41,6,17,1,0,26,71736
42,37,131,131,14,167,0,1,146,44478
3,1,5,5,0,6,0,0,4,39148
15,4,8,8,4,27,0,0,9,41380
139,43,387,387,50,223,1,2,265,67318
38,20,117,117,8,125,0,2,60,57254
6,1,10,10,1,7,0,0,4,50591
16,3,38,38,5,27,0,2,26,43647
22,5,96,96,11,42,1,2,94,42955
19,3,38,38,6,30,5,1,34,74534
28,13,67,67,13,63,0,2,62,45639
32,6,126,126,17,65,0,1,93,66159
8,4,10,10,2,13,0,0,9,56015
18,2,71,71,7,37,6,2,37,70127
92,15,116,116,19,110,0,2,70,45269
8,1,7,7,1,8,0,0,5,40591
26,8,129,129,10,48,0,1,61,50968
4,1,13,13,2,5,0,0,7,64534
29,6,95,95,12,50,0,0,34,53647
5,1,6,6,1,7,0,0,6,51380
11,1,6,6,2,12,0,0,5,60824
8,2,22,22,4,23,0,2,22,56445
39,1,100,100,15,65,0,0,41,69306
43,14,74,74,13,80,1,0,49,75325
32,14,71,71,11,70,0,1,66,44881
24,3,72,72,10,38,1,1,75,56150
13,4,15,15,3,24,0,1,14,51695
20,0,62,62,9,23,2,1,36,68901
7,1,5,5,1,8,1,1,3,75630
16,3,43,43,3,25,0,2,25,45286
12,3,22,22,3,33,0,0,17,40084
4,1,2,2,1,5,0,0,4,54497
10,2,6,6,2,12,0,0,8,64021
14,4,30,30,1,23,0,1,15,61673
11,4,27,27,5,22,0,1,20,42113
31,20,95,95,15,89,0,5,81,70598
21,1,35,35,7,31,1,0,23,75260
31,9,140,140,16,59,8,2,55,74888
11,1,4,4,1,5,0,0,5,61389
17,1,20,20,4,23,0,0,8,64471
12,5,34,34,3,24,0,1,32,53702
14,3,49,49,6,34,0,2,30,60432
19,12,69,69,7,47,0,1,39,44497
2,1,1,1,0,3,0,0,1,64922
60,11,37,37,9,55,1,1,32,64888
5,1,5,5,0,7,0,0,5,60062
15,1,29,29,2,16,0,1,7,71673
16,13,73,73,4,36,0,1,31,46500
28,15,68,68,10,145,0,2,77,65260
13,5,33,33,2,24,0,1,36,39723
12,1,20,20,3,14,1,0,11,69994
31,3,50,50,4,36,0,2,15,73160
33,6,112,112,14,53,2,1,88,41011
7,1,13,13,2,8,0,0,7,49421
6,1,0,0,0,3,0,0,3,63863
4,1,9,9,0,5,0,0,9,57595
5,1,2,2,1,10,0,0,3,50250
11,4,24,24,7,35,2,1,23,73530
48,16,143,143,16,83,1,0,99,58660
1,1,1,1,0,2,0,0,3,45951
3,0,0,0,0,3,0,0,0,44643
78,43,127,127,14,187,0,1,146,39373
9,1,10,10,1,10,0,0,6,59972
19,29,90,90,5,70,0,1,100,41441
10,1,12,12,2,11,0,0,9,53885
3,0,0,0,0,3,0,0,0,66362
9,1,16,16,4,10,1,0,11,69097
10,1,24,24,4,11,0,0,13,45402
40,12,137,137,18,63,5,1,123,72771
22,11,58,58,5,41,0,1,40,59421
66,18,177,177,36,123,0,2,165,41912
3,1,2,2,0,4,0,0,1,40600
18,1,51,51,5,27,0,0,20,63160
4,1,4,4,1,5,0,0,3,66698
24,29,48,48,10,96,0,0,46,54213
18,5,43,43,5,36,1,1,52,66732
6,1,18,18,1,7,0,0,20,56384
3,1,15,15,0,4,0,0,13,67820
88,18,199,199,44,153,0,2,148,72321
10,1,10,10,2,8,0,0,6,43885
13,1,20,20,1,11,0,0,8,42797
11,4,7,7,1,16,0,1,9,47595
15,1,21,21,8,16,0,0,19,48660
5,1,0,0,0,3,0,0,1,63530
25,6,39,39,8,39,1,1,27,40745
5,1,9,9,2,9,0,0,10,47080
19,5,54,54,9,38,0,0,40,69428
6,3,16,16,2,18,0,3,19,48375
28,17,135,135,12,64,0,0,114,45547
3,1,7,7,1,5,0,0,7,42282
33,3,70,70,8,35,1,0,44,73926
22,1,16,16,2,15,1,0,4,72634
19,3,63,63,8,40,1,1,51,69078
16,2,48,48,5,27,1,1,53,57829
3,1,13,13,0,4,0,0,5,53539
20,8,46,46,9,58,8,0,59,65958
20,5,48,48,9,44,0,0,38,72264
22,2,60,60,7,42,5,2,35,70259
20,4,54,54,7,36,1,1,57,38427
115,38,105,105,21,172,1,4,105,69582
6,1,5,5,1,7,0,0,4,47983
1,1,14,14,1,3,0,0,3,68239
11,1,18,18,4,12,0,0,14,43169
29,7,106,106,14,66,2,8,94,41154
6,1,6,6,2,9,0,0,8,62634
5,1,7,7,1,6,0,0,8,55547
14,2,15,15,2,24,0,1,9,67436
38,13,101,101,18,74,0,1,93,51857
13,8,31,31,5,37,0,0,23,39666
6,4,43,43,5,20,2,2,32,71018
24,5,82,82,11,45,5,1,45,73025
7,1,13,13,2,8,0,0,8,49134
7,4,7,7,1,19,0,1,12,62264
4,1,14,14,0,5,0,0,2,50315
19,1,88,88,7,20,1,0,58,73475
7,1,7,7,1,8,0,0,4,47829
8,1,12,12,2,9,0,0,7,39236
4,1,2,2,0,5,1,0,5,44706
35,8,114,114,10,56,0,1,62,64099
3,1,13,13,0,4,0,0,7,61761
31,7,65,65,12,46,0,4,59,69351
14,3,32,32,5,22,0,3,21,70170
11,4,45,45,4,16,0,0,35,50895
10,1,10,10,0,8,0,0,1,61331
8,1,6,6,0,5,0,0,3,51787
78,2,22,22,3,14,0,0,14,45394
50,5,115,115,11,35,1,0,80,69701
19,4,43,43,6,39,0,1,43,46941
34,13,74,74,17,85,0,0,57,70520
4,1,2,2,0,5,0,0,2,53240
4,1,2,2,1,5,0,0,5,57203
6,2,8,8,2,9,0,0,8,65688
13,1,11,11,1,10,0,0,8,43610
10,2,9,9,1,12,2,0,6,74563
18,8,53,53,8,38,12,1,47,42902
18,3,19,19,2,27,1,0,13,71761
9,1,13,13,3,10,0,0,11,46412
33,6,50,50,10,31,0,1,39,70873
20,5,35,35,8,35,0,1,34,65372
17,7,54,54,8,29,0,0,34,56941
15,1,18,18,4,12,1,0,13,74133
43,41,188,188,13,184,0,1,155,68110
6,1,7,7,1,7,0,0,7,40895
101,11,104,104,20,79,0,2,73,55394
5,1,9,9,3,6,0,0,7,65722
38,23,113,113,5,64,2,0,34,73619
25,6,59,59,11,59,5,2,42,71624
31,9,83,83,10,52,2,1,74,46557
7,0,22,22,4,17,0,2,19,52144
202,147,484,484,96,440,4,2,386,62008
11,4,13,13,1,19,0,1,9,49358
2,1,1,1,0,3,0,0,1,41768
16,1,28,28,2,17,0,0,13,44090
21,1,40,40,7,25,0,1,18,68405
37,6,106,106,9,53,9,0,46,42847
8,1,14,14,2,10,1,0,7,74426
3,2,4,4,0,5,0,0,6,46107
17,0,37,37,8,24,0,0,27,71274
2,1,0,0,0,3,0,0,1,52514
37,9,69,69,7,55,2,1,82,54839
3,1,2,2,0,4,0,0,2,60465
35,8,130,130,19,65,0,3,95,74076
7,1,33,33,0,8,0,0,5,43305
4,0,1,1,0,4,0,0,1,47346
27,2,53,53,4,46,2,1,67,52847
30,10,66,66,12,53,0,1,70,54090
40,2,95,95,17,67,1,0,58,53755
12,1,10,10,2,9,0,0,7,51292
8,1,15,15,2,17,0,0,12,56557
10,1,9,9,2,16,0,0,7,48549
24,4,82,82,12,48,0,1,78,63619
21,2,61,61,9,47,0,1,40,69214
19,2,51,51,6,30,1,1,63,45681
17,1,29,29,3,24,1,0,15,75237
16,1,28,28,8,14,0,0,23,44839
17,1,60,60,8,18,0,0,22,53305
14,5,60,60,5,31,0,0,26,64076
3,1,7,7,1,4,0,0,8,61274
55,6,121,121,16,72,0,0,64,68956
41,13,87,87,14,80,0,1,79,42514
21,1,74,74,7,30,0,2,33,74975
12,10,33,33,2,43,0,0,29,48676
13,5,13,13,3,24,0,1,11,55947
4,1,7,7,1,4,0,0,9,53190
3,1,70,70,1,4,0,1,53,49964
20,15,33,33,2,53,0,5,31,56668
15,0,35,35,3,20,0,0,16,75108
7,1,11,11,2,7,0,0,5,40246
61,7,88,88,29,105,0,0,70,45044
19,4,49,49,7,39,0,1,51,59067
6,1,3,3,0,7,0,0,7,56392
13,7,21,21,2,26,0,1,20,66724
33,16,71,71,8,70,0,5,53,64719
44,23,123,123,14,113,0,2,85,63176
25,5,51,51,10,39,0,1,49,41904
9,1,16,16,1,11,0,0,16,59437
9,1,15,15,4,10,0,0,9,69081
28,7,67,67,3,39,0,3,15,73875
6,1,4,4,1,6,1,0,5,66374
46,23,185,185,20,93,1,2,138,64349
4,1,13,13,1,5,0,0,5,41457
15,3,25,25,8,18,0,0,22,39365
9,1,15,15,3,10,1,0,8,43190
37,1,23,23,1,18,0,0,13,46668
46,13,105,105,16,86,0,1,61,58676
2,1,1,1,0,3,0,0,2,45947
38,16,78,78,14,117,0,1,92,65108
4,1,2,2,0,5,0,0,1,57429
15,1,24,24,4,10,0,0,19,49437
14,0,77,77,8,21,0,1,41,74349
3,1,2,2,0,3,0,0,2,58226
